,Brand,Model,Year,Color,fuelType,gearType,engineSize,Mileage,Region,Price,Age
2324,kia,cerato,2017,black,gas,automatic,1.6,0.0417248684455745,eastern,29000,6
2325,ford,crown victoria,2010,white,gas,automatic,4.6,2.234018968659971,madinah,29000,13
2326,hyundai,accent,2017,white,gas,automatic,1.6,0.08319809603432023,eastern,29000,6
2327,kia,rio,2017,blue,gas,automatic,1.4,-0.11934557358513569,qassim,29000,6
2328,nissan,sentra,2014,black,gas,automatic,1.6,0.7390537881354156,riyadh,29000,9
2329,ford,expedition,2007,red,gas,automatic,3.0,2.841649977518339,madinah,29000,16
2330,chevrolet,trailblazer,2013,red,gas,automatic,3.6,0.931952521106326,eastern,29000,10
2331,nissan,sunny,2019,gray,gas,automatic,1.5,-0.3407065146059039,riyadh,29500,4
2332,nissan,sunny,2019,gray,gas,automatic,1.5,-0.39864364905371685,riyadh,29500,4
2333,nissan,sunny,2019,gray,gas,automatic,1.5,-0.41744163058173206,riyadh,29500,4
2334,nissan,sunny,2019,gray,gas,automatic,1.5,-0.049024340480590296,riyadh,29500,4
2335,ford,vego,2019,white,gas,automatic,1.5,-0.7393510361635873,makkah,29500,4
2336,ford,vego,2019,black,gas,automatic,1.5,-0.9842745574167523,makkah,29500,4
2337,hyundai,accent,2018,gray,gas,automatic,1.4,-0.20790538189208066,riyadh,29500,5
2338,ford,taurus,2011,red,gas,automatic,3.5,1.472068973424875,eastern,29500,12
2339,hyundai,accent,2017,white,gas,automatic,1.6,0.8065683446752342,eastern,29500,6
2340,hyundai,accent,2017,white,gas,automatic,1.4,-0.6601082366591373,eastern,29500,6
2341,hyundai,accent,2017,gray,gas,automatic,1.4,0.3629012588421403,riyadh,29500,6
2342,ford,taurus,2010,white,gas,automatic,3.5,-0.10970063693659017,eastern,29500,13
2343,nissan,sunny,2019,gray,gas,automatic,1.5,-0.34117911650168264,riyadh,29500,4
2344,kia,cerato,2016,black,gas,automatic,1.6,-0.6401721526065938,eastern,29750,7
2345,toyota,corolla,2015,white,gas,automatic,1.6,2.3304683351454263,riyadh,30000,8
2346,ford,flex,2012,gray,gas,automatic,3.5,1.4334892268306931,eastern,30000,11
2347,hyundai,accent,2017,white,gas,automatic,1.6,-0.24028343422124795,riyadh,30000,6
2348,hyundai,accent,2017,white,gas,automatic,1.6,-0.17289426185786042,riyadh,30000,6
2349,hyundai,accent,2017,white,gas,automatic,1.6,0.1412702595952128,riyadh,30000,6
2350,hyundai,accent,2017,white,gas,automatic,1.6,0.43716727103594083,riyadh,30000,6
2351,hyundai,accent,2017,white,gas,automatic,1.6,0.7596457278800602,riyadh,30000,6
2352,hyundai,accent,2017,white,gas,automatic,1.6,-0.13622421272009033,riyadh,30000,6
2353,hyundai,accent,2017,white,gas,automatic,1.6,0.6714427822291115,riyadh,30000,6
2354,hyundai,accent,2017,white,gas,automatic,1.6,-0.024362237470259406,riyadh,30000,6
2355,hyundai,accent,2017,white,gas,automatic,1.6,0.04044209187131794,riyadh,30000,6
2356,hyundai,accent,2017,white,gas,automatic,1.6,-0.4960960889506208,riyadh,30000,6
2357,hyundai,accent,2017,white,gas,automatic,1.6,-0.13398658741762778,riyadh,30000,6
2358,hyundai,accent,2017,white,gas,automatic,1.6,0.38553792515627666,riyadh,30000,6
2359,toyota,yaris,2017,gray,gas,automatic,1.4,-0.032541143748226004,riyadh,30000,6
2360,ford,fusion,2014,white,gas,automatic,2.0,1.2695253038054193,riyadh,30000,9
2361,kia,rio,2016,gray,gas,automatic,1.4,0.09284303268286576,makkah,30000,7
2362,toyota,rav4,2012,white,gas,automatic,2.5,1.0187569509432357,eastern,30000,11
2363,toyota,corolla,2013,white,gas,automatic,1.6,1.5588734032617848,eastern,30000,10
2364,hyundai,sonata,2013,white,gas,automatic,2.4,2.0845803202274067,makkah,30000,10
2365,hyundai,azera,2012,white,gas,automatic,3.0,2.938099344003794,makkah,30000,11
2366,toyota,yaris,2016,blue,gas,automatic,1.5,0.015683539494501592,al-jouf,30000,7
2367,nissan,sunny,2018,white,gas,automatic,1.5,-0.6763985346585307,riyadh,30000,5
2368,hyundai,accent,2017,white,gas,automatic,1.4,-0.3604689897987737,riyadh,30000,6
2369,nissan,armada,2006,black,gas,automatic,5.6,0.5365101185159596,makkah,30000,17
2370,chevrolet,malibu,2013,white,gas,automatic,3.6,0.468995561976141,eastern,30000,10
2371,chevrolet,malibu,2013,gray,gas,automatic,3.6,0.3532563221935948,eastern,30000,10
2372,gmc,terrain,2013,gray,gas,automatic,2.4,1.0766265708345089,makkah,30000,10
2373,hyundai,elantra,2015,gray,gas,automatic,2.0,-1.2365282305228118,aseer,30000,8
2374,toyota,prado,2003,white,gas,manual,4.0,3.102063267029068,riyadh,30000,20
2375,hyundai,accent,2017,gray,gas,automatic,1.4,0.690829104892688,eastern,30000,6
2376,toyota,land cruiser,1993,white,gas,manual,4.6,0.65872111078968,madinah,30000,30
2377,toyota,aurion,2010,white,gas,automatic,3.5,2.0604101089861517,eastern,30000,13
2378,chevrolet,cruze,2017,gray,gas,automatic,1.8,-0.26401962331331846,eastern,30000,6
2379,ford,crown victoria,2011,white,gas,automatic,4.7,1.8289316294210594,madinah,30000,12
2380,hyundai,accent,2018,white,gas,automatic,1.4,0.0639082227372292,eastern,30000,5
2381,ford,taurus,2012,yellow,gas,automatic,6.0,0.3629012588421403,hail,30000,11
2382,nissan,datsun,2015,white,gas,manual,2.4,0.7390537881354156,eastern,30000,8
2383,hyundai,accent,2016,white,gas,automatic,1.2,-0.5244329128240475,eastern,30000,7
2384,ford,expedition,2012,gray,gas,automatic,5.4,2.137569602174516,makkah,30000,11
2385,hyundai,accent,2017,gray,gas,automatic,1.6,0.11213290597995679,makkah,30000,6
2386,toyota,camry,2010,gray,gas,automatic,2.5,1.0766265708345089,eastern,30000,13
2387,nissan,armada,2007,black,gas,automatic,5.6,1.0766265708345089,riyadh,30000,16
2388,toyota,land cruiser,1988,white,gas,manual,4.0,0.6426044216499603,najran,30000,35
2389,nissan,sunny,2019,white,gas,automatic,1.5,-0.11934557358513569,riyadh,30000,4
2390,kia,cerato,2016,white,gas,automatic,1.6,0.208582272465412,makkah,30000,7
2391,kia,cerato,2016,white,gas,automatic,1.6,-0.15792532017931776,makkah,30000,7
2392,hyundai,elantra,2015,white,gas,automatic,2.0,1.1248512540772364,aseer,30000,8
2393,toyota,land cruiser,2000,white,gas,automatic,4.8,2.58123668800761,madinah,30000,23
2394,kia,sorento,2015,black,gas,automatic,3.3,0.5172202452188687,eastern,30000,8
2395,ford,expedition,2012,gray,gas,automatic,5.4,2.234018968659971,riyadh,30000,11
2396,ford,crown victoria,2010,white,gas,automatic,3.0,1.173075937319964,tabouk,30000,13
2397,kia,cerato,2018,white,gas,automatic,1.6,0.8355031546208708,madinah,30000,5
2398,chevrolet,suburban,2007,black,gas,automatic,5.3,1.65532276974724,al-jouf,30000,16
2399,toyota,hilux,2009,white,gas,manual,1.5,-0.9894345985237242,makkah,30000,14
2400,hyundai,accent,2017,brown,gas,automatic,1.4,0.5557999918130507,eastern,30000,6
2401,toyota,camry,2015,gray,gas,automatic,2.5,1.7517721362326952,makkah,30000,8
2402,gmc,yukon,2011,black,gas,automatic,5.3,1.7249206326031445,jizan,30000,12
2403,hyundai,elantra,2015,white,gas,automatic,2.0,1.4238442901821475,madinah,30000,8
2404,kia,rio,2018,green,gas,automatic,2.0,-0.4183386096900468,riyadh,30000,5
2405,nissan,sunny,2018,white,gas,automatic,1.5,-0.8234259489289586,riyadh,30000,5
2406,hyundai,accent,2017,white,gas,automatic,1.6,0.3985875244417587,eastern,30000,6
2407,toyota,land cruiser,2007,white,gas,automatic,1.0,2.619816434601792,makkah,30000,16
2408,chevrolet,malibu,2013,white,gas,automatic,2.5,1.173075937319964,eastern,30000,10
2409,hyundai,elantra,2015,white,gas,automatic,2.0,0.9801772043490535,riyadh,30000,8
2410,ford,flex,2015,black,gas,automatic,3.6,1.5588734032617848,riyadh,30000,8
2411,nissan,vtc,2000,white,gas,manual,4.8,3.487860732970889,eastern,30000,23
2412,hyundai,accent,2017,white,gas,automatic,1.4,-0.6112373426609572,riyadh,30000,6
2413,hyundai,sonata,2012,white,gas,automatic,2.5,0.8933727745121439,riyadh,30000,11
2414,kia,cerato,2016,white,gas,automatic,1.6,-1.1214544913690152,qassim,30000,7
2415,toyota,avalon,2008,white,gas,automatic,3.5,1.8482215027181503,riyadh,30000,15
2416,hyundai,accent,2018,white,gas,automatic,1.4,-0.1292895032697861,al-jouf,30000,5
2417,toyota,avanza,2016,white,gas,automatic,1.6,-1.2370490571018333,eastern,30000,7
2418,ford,fusion,2015,gray,gas,automatic,2.4,0.47864049862468655,hail,30000,8
2419,toyota,land cruiser,2007,white,gas,automatic,1.2,1.65532276974724,makkah,30000,16
2420,nissan,datsun,2014,white,gas,manual,2.0,1.0766265708345089,riyadh,30000,9
2421,toyota,land cruiser,1990,white,gas,manual,3.0,1.9822089626397448,hail,30000,33
2422,toyota,land cruiser,2002,gray,gas,manual,1.1,1.902281372633248,makkah,30000,21
2423,toyota,corolla,2013,white,gas,automatic,2.0,0.5268651818674142,qassim,30000,10
2424,gmc,yukon,2008,black,gas,automatic,7.2,1.6456778330986945,makkah,30000,15
2425,toyota,corolla,2013,white,gas,automatic,1.6,0.8837278378635984,jizan,30000,10
2426,hyundai,accent,2018,gray,gas,automatic,1.4,-0.4762082295813199,eastern,30000,5
2427,hyundai,accent,2017,white,gas,automatic,1.6,-0.08076582699095361,eastern,30000,6
2428,gmc,yukon,2007,blue,gas,automatic,5.3,0.8933727745121439,eastern,30000,16
2429,hyundai,accent,2017,white,gas,automatic,1.4,-0.2958479142535187,eastern,30000,6
2430,ford,edge,2013,black,gas,automatic,6.0,1.4334892268306931,najran,30000,10
2431,hyundai,elantra,2013,gray,gas,automatic,1.6,0.5943797384072328,riyadh,30000,10
2432,chevrolet,cruze,2016,black,gas,automatic,1.8,-0.2890964585995368,eastern,30000,7
2433,hyundai,accent,2017,white,gas,automatic,1.4,-0.09041076363949913,riyadh,30000,6
2434,ford,expedition,2007,gray,gas,automatic,2.7,1.2020107472656005,eastern,30000,16
2435,mercedes,s,2002,yellow,gas,automatic,3.5,-0.18686013012495434,madinah,30000,21
2436,nissan,sunny,2019,gray,gas,automatic,1.5,-0.40029293322061815,riyadh,30500,4
2437,hyundai,accent,2017,white,gas,automatic,1.4,0.208582272465412,riyadh,31000,6
2438,toyota,yaris,2018,red,gas,automatic,1.5,0.6426044216499603,makkah,31000,5
2439,hyundai,accent,2017,white,gas,automatic,1.6,0.09284303268286576,riyadh,31000,6
2440,hyundai,accent,2017,white,gas,automatic,1.6,-0.24472975001622743,riyadh,31000,6
2441,hyundai,accent,2017,white,gas,automatic,1.6,-0.18686013012495434,riyadh,31000,6
2442,hyundai,accent,2018,white,gas,automatic,1.4,0.6811841682441425,eastern,31000,5
2443,nissan,sentra,2016,gray,gas,automatic,1.6,-0.31224430655604607,riyadh,31000,7
2444,nissan,sunny,2018,white,gas,automatic,1.5,-0.736621519092049,riyadh,31000,5
2445,ford,explorer,2011,gray,gas,automatic,3.6,0.9433817710348524,riyadh,31000,12
2446,nissan,sentra,2016,gray,gas,automatic,1.6,-0.14828038353077225,riyadh,31000,7
2447,kia,rio,2019,white,gas,automatic,1.4,-0.4762082295813199,makkah,31000,4
2448,kia,cerato,2016,gray,gas,automatic,1.6,-1.0645493651425966,eastern,31000,7
2449,hyundai,accent,2018,gray,gas,automatic,1.4,-0.2997058889129369,eastern,31000,5
2450,kia,rio,2019,white,gas,automatic,1.4,-0.7462664557405945,riyadh,31000,4
2451,nissan,datsun,2015,white,gas,manual,1.1,0.8380783527060325,tabouk,31000,8
2452,hyundai,accent,2017,white,gas,automatic,1.4,-0.19650506677349985,riyadh,31000,6
2453,hyundai,accent,2017,white,gas,automatic,1.4,-0.389452024427653,riyadh,31500,6
2454,chevrolet,spark,2019,gray,gas,automatic,1.4,-0.2534101929999184,eastern,31500,4
2455,toyota,yaris,2018,white,gas,automatic,1.5,0.025328476143047115,makkah,32000,5
2456,toyota,yaris,2018,white,gas,automatic,1.5,-0.0036063338025894465,makkah,32000,5
2457,hyundai,accent,2018,white,gas,automatic,1.4,-0.16987539668686566,riyadh,32000,5
2458,kia,optima,2015,blue,gas,automatic,2.4,2.2243740320114256,riyadh,32000,8
2459,hyundai,accent,2018,white,gas,automatic,1.4,0.0848859599478157,riyadh,32000,5
2460,hyundai,accent,2018,white,gas,automatic,1.5,-0.366255951787901,eastern,32000,5
2461,hyundai,accent,2018,white,gas,automatic,1.4,-0.08076582699095361,makkah,32000,5
2462,chevrolet,malibu,2015,red,gas,automatic,2.4,0.4545281570033228,eastern,32000,8
2463,chevrolet,malibu,2016,gray,gas,automatic,2.5,0.7197639148383246,eastern,32000,7
2464,toyota,yaris,2016,white,gas,automatic,1.5,-0.09041076363949913,eastern,32000,7
2465,kia,cerato,2016,white,gas,automatic,1.6,-0.9102303787658683,riyadh,32000,7
2466,hyundai,accent,2018,gray,gas,automatic,1.4,-0.6304114767182657,eastern,32000,5
2467,hyundai,accent,2018,gray,gas,automatic,1.4,-0.5919474693638661,eastern,32000,5
2468,hyundai,accent,2018,gray,gas,automatic,1.4,-0.6044858870069754,eastern,32000,5
2469,hyundai,accent,2018,gray,gas,automatic,1.4,-0.619667017291786,eastern,32000,5
2470,nissan,sentra,2016,white,gas,automatic,1.6,0.5750898651101417,riyadh,32000,7
2471,toyota,yaris,2018,gray,gas,automatic,1.5,-0.13863544688222673,makkah,32000,5
2472,ford,edge,2013,white,gas,automatic,3.5,1.820492309853582,makkah,32000,10
2473,chevrolet,tahoe,2007,white,gas,automatic,5.3,2.3690480817396082,riyadh,32000,16
2474,ford,crown victoria,2010,brown,gas,automatic,4.6,1.341746589429728,riyadh,32000,13
2475,toyota,yaris,2017,gray,gas,automatic,1.3,0.08512708336402934,makkah,32000,6
2476,toyota,rav4,2011,gray,gas,automatic,2.5,3.4396360497281613,eastern,32000,12
2477,chevrolet,caprice,2009,white,gas,automatic,6.0,0.0639082227372292,riyadh,32000,14
2478,ford,edge,2013,black,gas,automatic,3.5,0.8547930279179619,eastern,32000,10
2479,nissan,datsun,2015,white,gas,manual,2.0,0.015683539494501592,makkah,32000,8
2480,hyundai,accent,2019,brown,gas,automatic,1.4,-0.3604689897987737,riyadh,32000,4
2481,nissan,sunny,2019,white,gas,automatic,1.5,-0.7944911389833221,makkah,32000,4
2482,hyundai,h1,2016,gray,gas,automatic,2.4,1.4624240367763295,makkah,32000,7
2483,kia,carens,2015,white,gas,automatic,2.0,-1.2367404191290798,riyadh,32000,8
2484,hyundai,tucson,2013,gray,gas,automatic,2.0,-0.08076582699095361,makkah,32000,10
2485,hyundai,elantra,2015,white,gas,automatic,2.0,1.173075937319964,eastern,32000,8
2486,toyota,fortuner,2011,black,gas,automatic,2.7,1.693902516341422,makkah,32000,12
2487,chevrolet,tahoe,2008,black,gas,automatic,5.3,1.616743023153058,riyadh,32000,15
2488,hyundai,accent,2018,white,gas,automatic,1.4,0.015683539494501592,eastern,32000,5
2489,gmc,yukon,2010,yellow,gas,automatic,5.3,1.9928955524463332,riyadh,32000,13
2490,toyota,corolla,2016,gray,gas,automatic,1.6,0.5943797384072328,aseer,32000,7
2492,hyundai,azera,2013,gray,gas,automatic,3.0,1.5010037833705117,riyadh,32000,10
2493,toyota,yaris,2016,white,gas,automatic,1.5,0.2568069557081396,makkah,32000,7
2494,toyota,yaris,2017,gray,gas,automatic,1.5,-1.117596516709597,tabouk,32000,6
2495,nissan,datsun,2013,white,gas,manual,1.7,1.4024132409490793,eastern,32000,10
2496,nissan,altima,2015,black,gas,automatic,2.5,0.37254619549068585,eastern,32000,8
2497,toyota,hilux,2009,white,gas,manual,2.7,2.8705847874639754,aseer,32000,14
2498,hyundai,elantra,2015,white,gas,automatic,2.0,-0.15792532017931776,northern borders,32000,8
2499,toyota,camry,2012,brown,gas,automatic,2.5,1.3177499870481468,qassim,32000,11
2500,hyundai,accent,2018,white,gas,automatic,1.4,-0.22061740839486366,eastern,32000,5
2501,ford,flex,2013,red,gas,automatic,3.5,0.7294088514868701,makkah,32000,10
2502,chevrolet,silverado,2010,white,gas,automatic,5.3,0.14106771592559336,eastern,32000,13
2503,chevrolet,tahoe,2008,black,gas,automatic,5.3,1.173075937319964,riyadh,32000,15
2504,toyota,corolla,2015,white,gas,automatic,1.6,1.7710620095297862,eastern,32000,8
2505,toyota,yaris,2016,gray,gas,automatic,1.5,-1.14363784566067,eastern,32000,7
2506,hyundai,accent,2017,white,gas,automatic,1.4,-0.11934557358513569,eastern,32000,6
2507,hyundai,accent,2017,white,gas,automatic,1.6,-0.15792532017931776,eastern,32000,6
2508,toyota,corolla,2015,white,gas,automatic,1.6,1.7421271995841496,eastern,32000,8
2509,chevrolet,spark,2020,red,gas,automatic,1.4,-0.31224430655604607,makkah,32000,3
2510,ford,flex,2014,gray,gas,automatic,3.5,0.7679885980810521,eastern,32000,9
2511,nissan,sentra,2016,white,gas,automatic,1.6,0.4995893010253274,eastern,32000,7
2512,chevrolet,spark,2020,white,gas,automatic,1.4,-0.6527105702497029,riyadh,32000,3
2513,chevrolet,spark,2020,white,gas,automatic,1.4,-0.75591139238914,riyadh,32000,3
2514,hyundai,accent,2018,white,gas,automatic,1.4,0.43041581538195894,madinah,32000,5
2515,chevrolet,spark,2020,white,gas,automatic,1.4,-0.254374686664773,makkah,32000,3
2516,toyota,yaris,2018,red,gas,automatic,1.5,-0.10668177176559542,makkah,32500,5
2517,nissan,sentra,2016,brown,gas,automatic,1.6,-0.12436094064237936,riyadh,32500,7
2519,nissan,sunny,2016,brown,gas,automatic,1.5,-0.38940379974441025,riyadh,32500,7
2520,hyundai,elantra,2014,gray,gas,automatic,2.0,-0.09041076363949913,riyadh,33000,9
2521,hyundai,accent,2019,gray,gas,automatic,1.6,-0.2211575248471822,riyadh,33000,4
2522,hyundai,accent,2018,gray,gas,automatic,1.4,-0.032782267164439646,riyadh,33000,5
2523,hyundai,elantra,2016,white,gas,automatic,2.0,-0.09041076363949913,riyadh,33000,7
2524,toyota,innova,2014,blue,gas,automatic,2.7,-0.05183101704531705,eastern,33000,9
2525,hyundai,sonata,2016,white,gas,automatic,2.4,-1.1359218963418334,makkah,33000,7
2526,kia,cerato,2018,gray,gas,automatic,1.6,0.3146765755994127,riyadh,33000,5
2527,hyundai,accent,2018,white,gas,automatic,1.4,-0.013251270451134967,makkah,33000,5
2528,toyota,corolla,2015,red,gas,manual,1.6,-0.0003945698986237883,eastern,33000,8
2529,chevrolet,caprice,2010,gray,gas,automatic,3.6,1.491358846721966,riyadh,33000,13
2530,toyota,yaris,2017,white,gas,automatic,1.4,-0.75591139238914,riyadh,33000,6
2531,toyota,fortuner,2009,gray,gas,manual,2.7,3.8784806672369823,makkah,33000,14
2532,hyundai,accent,2017,white,gas,automatic,1.4,-0.9295202520629594,eastern,33000,6
2533,nissan,sentra,2016,gray,gas,automatic,1.6,-0.34117911650168264,qassim,33000,7
2534,nissan,sunny,2020,gray,gas,automatic,1.5,-1.156176263303779,riyadh,33000,3
2535,kia,cerato,2016,white,gas,automatic,1.6,-1.2366246798892973,makkah,33000,7
2536,gmc,yukon,2004,gray,gas,automatic,5.3,3.294961999999978,eastern,33000,19
2537,kia,optima,2015,white,gas,automatic,2.0,1.0766265708345089,makkah,33000,8
2538,hyundai,accent,2018,white,gas,automatic,1.4,-0.4762082295813199,eastern,33000,5
2539,hyundai,accent,2018,gray,gas,automatic,1.4,-0.10970063693659017,eastern,33000,5
2540,hyundai,accent,2018,white,gas,automatic,1.4,-0.273664559961864,riyadh,33000,5
2541,kia,sportage,2014,blue,gas,automatic,1.2,0.208582272465412,aseer,33000,9
2542,mercedes,cls,2007,black,gas,automatic,6.3,0.47864049862468655,eastern,33000,16
2543,gmc,yukon,2008,black,gas,automatic,5.3,3.584310099456344,riyadh,33000,15
2544,nissan,sunny,2019,white,gas,automatic,1.5,-0.5823025327153206,eastern,33000,4
2545,nissan,sunny,2019,brown,gas,automatic,1.5,-0.6527105702497029,eastern,33000,4
2546,toyota,corolla,2016,white,gas,automatic,1.6,1.3659746702908744,riyadh,33000,7
2547,kia,carens,2015,gray,gas,automatic,1.6,-0.8812955688202317,makkah,33000,8
2548,chevrolet,tahoe,2008,black,gas,automatic,2.9,1.3177499870481468,riyadh,33000,15
2549,nissan,datsun,2016,white,gas,manual,2.4,-1.2363449767264894,hail,33000,7
2550,ford,f-150,2011,white,gas,automatic,5.0,0.04461834944013815,eastern,33000,12
2551,kia,cerato,2015,white,gas,automatic,1.6,0.5943797384072328,jizan,33000,8
2552,hyundai,elantra,2016,white,gas,automatic,2.0,-1.2354576425548232,riyadh,33000,7
2553,hyundai,accent,2017,white,gas,automatic,1.6,-0.18686013012495434,eastern,33000,6
2554,hyundai,sonata,2013,white,gas,automatic,2.4,0.3532563221935948,riyadh,33000,10
2555,chevrolet,tahoe,2007,blue,gas,automatic,6.2,0.8404895868681688,eastern,33000,16
2556,chevrolet,spark,2018,blue,gas,automatic,1.4,-0.6498170892551393,riyadh,33000,5
2557,nissan,sunny,2019,white,gas,automatic,1.5,-0.8627772904550244,makkah,33500,4
2558,nissan,sunny,2019,gray,gas,automatic,1.5,-0.6884836402791583,makkah,33500,4
2559,toyota,aurion,2009,black,gas,automatic,3.5,2.359403145091063,riyadh,33500,14
2560,hyundai,elantra,2014,gray,gas,automatic,2.0,1.5588734032617848,riyadh,33500,9
2561,hyundai,accent,2019,white,gas,automatic,1.4,-0.31224430655604607,riyadh,33500,4
2562,hyundai,accent,2017,white,gas,automatic,1.6,-0.17966500738513938,riyadh,34000,6
2563,kia,cerato,2016,black,gas,automatic,1.6,-0.13863544688222673,eastern,34000,7
2564,hyundai,accent,2018,gray,gas,automatic,1.4,-0.31224430655604607,makkah,34000,5
2565,hyundai,accent,2017,white,gas,automatic,1.4,-0.5726575960667751,riyadh,34000,6
2566,hyundai,accent,2018,white,gas,automatic,1.4,-0.8427158222260497,riyadh,34000,5
2567,nissan,sunny,2019,brown,gas,automatic,1.5,-0.8330708855775042,eastern,34000,4
2568,hyundai,accent,2018,white,gas,automatic,1.4,-0.7462664557405945,riyadh,34000,5
2569,hyundai,accent,2018,white,gas,automatic,1.4,-0.19650506677349985,eastern,34000,5
2570,hyundai,sonata,2016,white,gas,automatic,2.0,1.4624240367763295,riyadh,34000,7
2571,hyundai,elantra,2017,gray,gas,automatic,2.0,-0.4086936730415013,hail,34000,6
2572,kia,cerato,2016,white,gas,automatic,1.6,-0.10005570028804464,riyadh,34000,7
2573,toyota,camry,2014,white,gas,automatic,2.4,0.5268651818674142,eastern,34000,9
2574,toyota,land cruiser,2003,gray,gas,automatic,4.5,2.5908816246561552,eastern,34000,20
2575,toyota,yaris,2017,black,gas,automatic,1.2,-0.44727341963568334,makkah,34000,6
2576,hyundai,accent,2017,white,gas,automatic,1.4,0.04461834944013815,eastern,34000,6
2577,hyundai,accent,2017,white,gas,automatic,1.4,-0.38940379974441025,eastern,34000,6
2578,hyundai,accent,2017,white,gas,automatic,1.4,-0.6498170892551393,eastern,34000,6
2579,chevrolet,spark,2020,white,gas,automatic,1.4,-0.3025993699075006,makkah,34000,3
2580,hyundai,accent,2017,white,gas,automatic,1.4,0.1700025258712299,riyadh,34000,6
2581,ford,edge,2011,black,gas,automatic,3.6,1.1441411273743274,riyadh,34000,12
2582,chevrolet,spark,2020,red,gas,automatic,1.4,-0.19650506677349985,makkah,34000,3
2583,hyundai,accent,2019,red,gas,automatic,1.4,-0.37315208149161105,riyadh,34500,4
2584,toyota,yaris,2018,gray,gas,automatic,1.5,0.025328476143047115,makkah,35000,5
2585,toyota,yaris,2018,white,gas,automatic,1.5,-0.6401721526065938,riyadh,35000,5
2586,chevrolet,tahoe,2007,gray,gas,automatic,5.3,3.005613900543613,aseer,35000,16
2587,ford,taurus,2015,black,gas,automatic,3.3,3.063483520434886,riyadh,35000,8
2588,hyundai,elantra,2015,white,gas,automatic,2.0,0.4593506253275955,riyadh,35000,8
2589,hyundai,accent,2018,white,gas,automatic,1.4,-0.2533233885700815,riyadh,35000,5
2590,nissan,datsun,2015,white,gas,manual,2.5,0.4442659444092703,riyadh,35000,8
2591,hyundai,elantra,2016,white,gas,automatic,1.6,0.4265578407225407,eastern,35000,7
2592,hyundai,accent,2018,gray,gas,automatic,1.4,-0.5726575960667751,riyadh,35000,5
2593,toyota,yaris,2018,white,gas,automatic,1.5,-0.29295443325895504,makkah,35000,5
2594,toyota,yaris,2018,gray,gas,automatic,1.5,-0.5823025327153206,makkah,35000,5
2595,chevrolet,tahoe,2008,white,gas,automatic,5.3,1.65532276974724,aseer,35000,15
2596,ford,taurus,2010,gray,gas,automatic,3.5,1.250235430508328,riyadh,35000,13
2597,ford,edge,2013,white,gas,automatic,3.6,1.0766265708345089,riyadh,35000,10
2598,toyota,yaris,2019,white,gas,automatic,1.5,-0.75591139238914,makkah,35000,4
2599,toyota,yaris,2018,gray,gas,automatic,1.5,-0.34117911650168264,makkah,35000,5
2600,toyota,hiace,2012,white,gas,manual,2.7,-0.022896207099680488,eastern,35000,11
2601,ford,crown victoria,2012,white,gas,automatic,4.5,0.8837278378635984,eastern,35000,11
2602,ford,taurus,2010,green,gas,automatic,3.5,1.2116556839141461,eastern,35000,13
2603,ford,taurus,2012,white,gas,automatic,3.5,1.915736059257969,eastern,35000,11
2604,chevrolet,caprice,2013,gray,gas,automatic,6.0,1.7807069461783318,riyadh,35000,10
2605,ford,expedition,2013,red,gas,automatic,5.4,-1.0288630995429782,eastern,35000,10
2606,toyota,camry,2013,white,gas,automatic,2.5,1.65532276974724,riyadh,35000,10
2607,nissan,altima,2017,white,gas,automatic,2.5,-0.2254398767191364,riyadh,35000,6
2608,ford,crown victoria,2012,white,gas,automatic,5.0,1.8289316294210594,eastern,35000,11
2609,toyota,hilux,2008,white,gas,manual,2.7,3.9064413385811156,qassim,35000,15
2610,chevrolet,tahoe,2007,white,gas,automatic,5.3,-0.9005854421173228,tabouk,35000,16
2611,nissan,vtc,2006,brown,gas,automatic,4.0,1.8203379908672053,riyadh,35000,17
2612,chevrolet,caprice,2011,white,gas,automatic,8.0,1.0380468242403267,tabouk,35000,12
2613,hyundai,sonata,2017,white,gas,automatic,2.4,1.0766265708345089,makkah,35000,6
2614,ford,explorer,2012,black,gas,automatic,3.5,2.0025404890948786,eastern,35000,11
2615,toyota,camry,2014,white,gas,automatic,2.5,0.9801772043490535,eastern,35000,9
2616,ford,fusion,2015,gray,gas,automatic,2.5,-0.4183386096900468,riyadh,35000,8
2617,hyundai,accent,2018,black,gas,automatic,1.4,-0.2254398767191364,riyadh,35000,5
2618,hyundai,accent,2019,gray,gas,automatic,1.4,-0.12609702923911756,eastern,35000,4
2619,nissan,datsun,2015,white,gas,manual,2.4,0.690829104892688,makkah,35000,8
2620,toyota,corolla,2015,gray,gas,automatic,1.6,0.7004740415412335,makkah,35000,8
2621,nissan,patrol,2005,white,gas,automatic,4.0,2.041120235689061,eastern,35000,18
2622,toyota,land cruiser,2003,white,gas,automatic,1.0,3.3852771867769587,riyadh,35000,20
2623,toyota,land cruiser,2001,black,gas,automatic,4.6,2.523367068116337,eastern,35000,22
2624,hyundai,accent,2018,white,gas,automatic,1.4,-0.9391651887115049,eastern,35000,5
2625,chevrolet,malibu,2014,gray,gas,automatic,2.4,1.4624240367763295,riyadh,35000,9
2626,toyota,fortuner,2009,gray,gas,automatic,2.7,1.3659746702908744,eastern,35000,14
2627,chevrolet,tahoe,2007,blue,gas,automatic,5.6,1.2405904938597827,makkah,35000,16
2628,kia,optima,2015,blue,gas,automatic,2.0,2.2282030718608983,riyadh,35000,8
